C000001	AA_DNA_MUTATION_SIGNATURE
C001367	HISTORY_IMMUNOSUPPRESSIVE_DISEASE
C001368	HISTORY_IMMUNOSUPPRESSIVE_TX_OTHER
C001369	HISTORY_IONIZING_RT_TO_HEAD
C001370	HISTORY_LGG_DX_OF_BRAIN_TISSUE
C001371	HISTORY_MENOPAUSAL_HORMONE_THERAPY
C001372	HISTORY_NEOADJUVANT_MEDICATION
C001373	HISTORY_NEOADJUVANT_STEROID_TX
C001374	HISTORY_NEOADJUVANT_TRTYN
C001375	HISTORY_NEOADJUVANT_TX_TYPE
C001376	HISTORY_OF_CROHNS_DISEASE
C001377	HISTORY_OF_ULCERATIVE_COLITIS
C001378	HISTORY_OF_UNDESCENDED_TESTIS
C001379	HISTORY_OTHER
C001380	HISTORY_OTHER_MALIGNANCY
C001381	HISTORY_PHEO_OR_PARA_ANATOMIC_SITE
C001382	HISTORY_PHEO_OR_PARA_INCLUDE_BENIGN
C001383	HISTORY_RADIATION_EXPOSURE
C001384	HISTORY_REFLUX_DISEASE_TREATMENT
C001385	HISTORY_RELEVANT_INFECTIOUS_DX
C001386	HISTORY_TAMOXIFEN_USE
C001387	HISTORY_THYROID_DISEASE
C001388	HISTORY_THYROID_DISEASE_OTHER
C001389	HISTORY_UROTHELIAL_CARCINOMA
C001390	HISTO_ANY_DPM
C001391	HISTO_CC
C001392	HISTO_CLC
C001393	HISTO_DUCT
C001394	HISTO_DUCTULAR
C001395	HISTO_GEO_NECROSIS
C001396	HISTO_GT
C001397	HISTO_HEPATOID_CYTO
C001398	HISTO_HG_HG_DPM
C001399	HISTO_HG_SOLID
C001400	HISTO_IG_COMPACT_TUBULAR
C001401	HISTO_IG_COMPLEX
C001402	HISTO_INTERFACE
C001403	HISTO_INTERFACE_FIBROSIS
C001404	HISTO_INTRADUCTAL
C001405	HISTO_INTRADUCTAL_NEOPLASM
C001406	HISTO_LG_DPM
C001407	HISTO_LG_LARGE_DUCTS
C001408	HISTO_LG_TRABECULAR
C001409	HISTO_LG_TUBULAR
C001410	HISTO_LPN
C001411	HISTO_LYC
C001412	HISTO_MUCIN_EC
C001413	HISTO_MUCIN_IC
C001414	HISTO_PMNS
C001415	HISTO_SCAR
C001416	HISTO_SOLID_NESTED
C001417	HISTO_SR_DESMOPLASTIC
C001418	HISTO_SR_HYALIN
C001419	HISTO_STROMAPOOR
C001420	HISTO_TC
C001421	HISTO_TOTAL
C001422	HISTO_WORST_GRADE
C001423	HISTO_ZONES
C001424	HIV_RNA_LOAD_AT_DIAGNOSIS
C001425	HIV_STATUS
C001426	HLA_A
C001427	HLA_B
C001428	HLA_C
C001429	HLA_DPA1
C001430	HLA_DPB1
C001431	HLA_DQA1
C001432	HLA_DQB1
C001433	HLA_DRB1
C001434	HLA_I
C001435	HLA_II
C001436	HL_STATUS
C001437	HM27
C001438	HM450
C001439	HORMONE_RECEPTOR_STATUS
C001440	HORMONE_STATUS
C001441	HORMONE_THERAPY
C001442	HORMONE_THERAPY_DETAILS
C001443	HORMONE_THERAPY_YEARS
C001444	HOSPITAL_SITE
C001445	HPV_DETAILS
C001446	HPV_ISH
C001447	HPV_PATHSEQ
C001448	HPV_PCR
C001449	HPV_STATUS
C001450	HPV_STATUS_ISH
C001451	HPV_STATUS_P16
C001452	HPV_TYPES_OTHER
C001453	HPV_TYPES_POSITIVE
C001454	HPV_TYPING_METHOD
C001455	HPV_TYPING_METHOD_OTHER
C001456	HRAS_EXPRESSION
C001457	HRAS_HIGH
C001458	HRAS_MUTATION
C001459	HRAS_SOMATIC
C001460	HRD_LOH
C001461	HRT_HISTORY_YEARS
C001462	HSCT
C001463	HSCT_DAYS
C001464	HTN_STATUS
C001465	HYDRONEPHROSIS
C001466	HYPERCHOLESTEROLEMIA
C001467	HYPERDIPLOID
C001468	HYPERMETH_CLUSTER
C001469	HYPERMUTATED
C001470	HYPERMUTATED_COMBINED
C001471	HYPERTENSION_DIAGNOSIS
C001472	HYPODIPLOID
C001473	HYSTERECTOMY_AT_MSK
C001474	HYSTERECTOMY_TYPE
C001475	H_PYLORI
C001476	H_PYLORI_INFECTION
C001477	IBD
C001478	ICDO
C001479	ICDO_SNOMED_DESCRIPTION
C001480	ICD_0_3_T
C001481	ICD_10
C001482	ICD_O_3_HISTOLOGY
C001483	ICD_O_3_SITE
C001484	ICLUSTER
C001485	ICLUSTER_K3
C001486	IDFS_MONTHS
C001487	IDFS_STATUS
C001488	IDH1_MUTATION
C001489	IDH1_MUTATION_TESTED
C001490	IDH1_MUTATION_TEST_INDICATOR
C001491	IDH1_MUTATION_TEST_METHOD
C001492	IDH1_RESULT_SURGERY_1
C001493	IDH1_SOMATIC
C001494	IDH_1P19Q_SUBTYPE
C001495	IDH_CODEL_SUBTYPE
C001496	IDH_LEVEL
C001497	IDH_SPECIFIC_DNA_METHYLATION_CLUSTER
C001498	IDH_SPECIFIC_RNA_EXPRESSION_CLUSTER
C001499	IDH_STATUS
C001500	ID_SAMPLE_TYPE
C001501	IFN_TX_90_DAYS_PRIOR_TO_RESECTION
C001502	IF_AZA_NUMBER_PRIOR_CYCLES
C001503	IF_DECITABINE_PRIOR_CYCLES
C001504	IF_EXTRACAPSULAR_SPREAD_PRESENT
C001505	IF_INVESTIGATIONAL_TRIAL_IRB
C001506	IF_SARCOMA_SPECIFY
C001507	IGCCCG_STAGE
C001508	IGHV_GENE
C001509	IGHV_IDENTITY
C001510	IGHV_MUTATED
C001511	IGHV_UNMUTATED
C001512	IGH_GENE
C001513	IGH_GENOTYPE_RESULT
C001514	IGH_TRANSLOCATIONS
C001515	IGK_GENOTYPE_RESULT
C001516	IHC_AR
C001517	IHC_ARID1A
C001518	IHC_BAP1
C001519	IHC_BASAL
C001520	IHC_BCL6
C001521	IHC_B_TUBULIN
C001522	IHC_CD10
C001523	IHC_CDX2
C001524	IHC_CK20
C001525	IHC_CK5_6
C001526	IHC_CK7
C001527	IHC_EGFR
C001528	IHC_ER
C001529	IHC_HER2
C001530	IHC_IDH1
C001531	IHC_MSH6
C001532	IHC_MUM1
C001533	IHC_P16
C001534	IHC_P4EBP1
C001535	IHC_PAX8
C001536	IHC_PBRM1
C001537	IHC_PMS2
C001538	IHC_PR
C001539	IHC_PS6
C001540	IHC_PS6_235
C001541	IHC_PTEN
C001542	IHC_SCORE
C001543	IHC_SMAD4
C001544	IHC_SUBTYPE
C001545	IHC_TP53
C001546	IM
C001547	IMAGING
C001548	IMMUNE_SCORE
C001549	IMMUNE_STATUS
C001550	IMMUNE_TREATMENT
C001551	IMMUNOHISTOCHEMISTRY
C001552	IMMUNOPHENOTYPE
C001553	IMMUNOPHENOTYPIC_ANALYSIS_METHOD
C001554	IMMUNOPHENOTYPIC_ANALYSIS_RESULTS
C001555	IMMUNOPHENOTYPIC_ANALYSIS_TESTED
C001556	IMMUNOSUPPRESSION
C001557	IMMUNOTHERAPY_DURATION
C001558	IMMUNOTHERAPY_RESPONSE
C001559	IMPACT
C001560	IMPACT_1P19Q
C001561	IMPACT_DIRECTED_SOC_TX
C001562	IMPACT_GUIDED_MGMT_DETAILS
C001563	IMPACT_NOTES
C001564	IMPACT_PASSAGE
C001565	IMPACT_PATH_IN_SETTING_OF_TKI_REFRACTORY_DISEASE
C001566	IMPACT_PRE_KITI
C001567	IMPACT_PRE_POST
C001568	IMPACT_PRE_POST_TKI
C001569	IMPACT_PRE_RAFI
C001570	IMPACT_PRE_TKI
C001571	IMPACT_RESULT_GUIDED_MANAGEMENT
C001572	IMPACT_SAMPLE_NUMBER
C001573	INCIDENTAL_PROSTATE_CANCER
C001574	INCLUDE
C001575	INDEL
C001576	INDEL_SOMATIC_CODING
C001577	INDEL_SOMATIC_GENOMEWIDE
C001578	INDEX_LESION
C001579	INDUCTION
C001580	INFERRED_GENOMIC_REARRANGEMENT
C001581	INFERRED_MENOPAUSAL_STATE
C001582	INFLAMMATORY_STATUS
C001583	INFORMED_CONSENT_VERIFIED
C001584	INHERITED_GENETIC_SYNDROME_FOUND
C001585	INHERITED_GENETIC_SYNDROME_INDICATOR
C001586	INHERITED_GENETIC_SYNDROME_RESULT
C001587	INHERITED_GENETIC_SYNDROME_SPECIFIED
C001588	INITIALLY_UNRESECTABLE
C001589	INITIAL_CA_125
C001590	INITIAL_DEFINITIVE_TREATMENT_DETAILS
C001591	INITIAL_DIAGNOSIS_ESOPHAGEAL_CA_TYPE
C001592	INITIAL_GRADE
C001593	INITIAL_LN_STATUS
C001594	INITIAL_MET_DISEASE
C001595	INITIAL_PATHOLOGIC_DIAGNOSIS_METHOD
C001596	INITIAL_PATHOLOGIC_DX_YEAR
C001597	INITIAL_RX
C001598	INITIAL_STAGE
C001599	INITIAL_SX_YEAR
C001600	INITIAL_TNM_STAGE
C001601	INITIAL_TREATMENT
C001602	INITIAL_TX_RESPONSE
C001603	INITIAL_WEIGHT
C001604	INIT_PATHOLOGY_DX_METHOD_OTHER
C001605	INSERTION_NUM
C001606	INSS_STAGE
C001607	INSTITUTE
C001608	INSULIN_STATUS
C001609	INSULIN_USE
C001610	INTCLUST
C001611	INTEGRATED_CLUSTERS_NO_EXP
C001612	INTEGRATED_CLUSTERS_UNSUP_EXP
C001613	INTEGRATED_CLUSTERS_WITH_PAM50
C001614	INTERVAL_FROM_INDEX_LESION_TO_PRESENT_LESION
C001615	INTERVAL_FROM_LAST_LESION_TO_STUDY
C001616	INTERVAL_FROM_PRIMARY_TO_MBC_DX_YEARS
C001617	INTERVAL_TO_METS
C001618	INTESTINAL_PERCENTAGE
C001619	INTESTINAL_TYPE_SUBCLASS
C001620	INTRANSIT_DESC
C001621	INTRATUBULAR_GERM_CELL_NEOPLASM
C001622	INTRA_TUMORAL_HETEROGENEITY
C001623	INT_ID
C001624	INVADED_STRUCTURES
C001625	INVADE_BONE
C001626	INVADE_LARGER_THAN_SUBCUTANEOUS_TISSUE
C001627	INVADE_PAROTID
C001628	INVADE_SKULL_BASE
C001629	INVASION_DEPTH
C001630	INVASIVE
C001631	INVASIVE_ADENOCARCINOMA_INDICATOR
C001632	INVASIVE_TUMOR_PERCENTAGE
C001633	INVESTIGATOR_PATIENT_ID
C001634	INVESTIGATOR_SAMPLE_ID
C001635	INV_16
C001636	INV_3
C001637	IN_FRAME_DELETION
C001638	IN_FRAME_INSERTION
C001639	IN_TRANSIT
C001640	IO_EBV_TESTED
C001641	IO_EGC_SURVIVAL_OS_MONTHS_START_OF_IO_TO_DATE_OF_DEATH_LAST_FOLLOW_UP
C001642	IO_MUT_GROUPS
C001643	IO_OS_MONTHS_START_OF_IO
C001644	IO_PDL1_TESTED
C001645	IO_PFS_MONTHS_START_OF_IO_TO_POD
C001646	IO_PFS_STATUS
C001647	IO_REGIMEN_MONOTHERAPY_VS_COMBINATION
C001648	IO_RESPONSE
C001649	IPI
C001650	IPILIMUMAB_DOSE_MG_PER_KG
C001651	IPSS_SCORE
C001652	IRB
C001653	ISCN
C001654	ISHAK_FIBROSIS_SCORE
C001655	ISOPURE_PURITY
C001656	IS_FFPE
C001657	I_131_RADIATION_FIRST_TX_DOSE
C001658	I_131_RADIATION_FIRST_TX_METHOD
C001659	I_131_RADIATION_SUBSEQUENT_TX
C001660	I_131_RADIATION_TX_CUMULATIVE_DOSE
C001661	JAK2_NEGATIVE
C001662	JAK2_POSITIVE
C001663	JAUNDICE
C001664	JEWISH_RELIGION_HERITAGE_INDICATOR
C001665	KAPPA_OR_LAMBDA
C001666	KARNOFSKY_PERFORMANCE_SCORE
C001667	KARYOTYPE
C001668	KATABI_PATH
C001669	KBASE_ID
C001670	KDM6A_MUTATION
C001671	KERATINIZATION_SQUAMOUS_CELL
C001672	KITI_AGENT
C001673	KIT_INHIBITOR
C001674	KIT_LEVEL_2A
C001675	KIT_NEGATIVE
C001676	KIT_POSITIVE
C001677	KI_67
C001678	KMT2A_MUTATION
C001679	KMT2B_MUTATION_STATUS
C001680	KMT2C_MUT
C001681	KMT2D_MUTATION
C001682	KNOWN_EXPOSURES
C001683	KNOWN_MOLECULAR_CLASSIFIER
C001684	KNOWN_MOLECULAR_CLASSIFIER_FINAL
C001685	KNOWN_MOLECULAR_CLASSIFIER_PRIMARY
C001686	KRAS_CELLULARITY
C001687	KRAS_GENE_ANALYSIS_INDICATOR
C001688	KRAS_MUTATION
C001689	KRAS_MUTATION_IDENTIFIED_TYPE
C001690	KRAS_PROTEIN_CODING
C001691	KSHV_HHV8_TEST
C001692	LARGEST_METASTATIC_BURDEN
C001693	LARGEST_SIZE
C001694	LARGE_DELETION_NUM
C001695	LAST_CONTACT_DAYS_TO
C001696	LAST_FOLLOWUP_FUDR_START
C001697	LAST_FOLLOWUP_STATUS
C001698	LAST_FOLLOWUP_YEAR
C001699	LAST_STATUS
C001700	LAST_TREATMENT_REGIMEN
C001701	LATERALITY
C001702	LATERALITY_OF_SECOND_PRIMARY_TUMOR
C001703	LATERALITY_OF_UNDESCENT
C001704	LAUREN_CLASS
C001705	LDH_LEVEL
C001706	LDH_NORM_RANGE_UPPER
C001707	LDH_U_L
C001708	LDH_YEAR
C001709	LEIOMYOSARCOMA_HISTOLOGIC_SUBTYPE
C001710	LEIOMYOSARCOMA_UTERINE_INVOLVEMENT
C001711	LEIOMYO_MAJOR_VESSEL_INVOLVEMENT
C001712	LEUKEMIA_TYPE
C001713	LEUKOCYTE_FRACTION
C001714	LEUKOCYTE_INDEX_METHYLATION
C001715	LEVEL_OF_NON_DESCENT
C001716	LIGHT_CHAIN
C001717	LINES_OF_TX
C001718	LINES_OF_TX_PRIOR_IMPACT
C001719	LIVER_FIBROSIS
C001720	LIVER_INVOLVEMENT
C001721	LIVER_PROGRESSION
C001722	LNCLIN_STS_DES
C001723	LNDSCT_CMP_DES
C001724	LNDSCT_YEAR
C001725	LNEXTNODST_DES
C001726	LNI
C001727	LNIHC_DESC
C001728	LNIMMHMB45_DES
C001729	LNIMM_MELA_DES
C001730	LNINTRMETS_DES
C001731	LNMATTED_DESC
C001732	LNPROLYSCT_DES
C001733	LNPROSUCC_DESC
C001734	LNSENTINBX_DES
C001735	LNSENTINBX_YEA
C001736	LNSIZE
C001737	LNSIZE_UNK_DES
C001738	LNSLNLARG_SIZE
C001739	LN_METASTASIS_2CAT
C001740	LN_METS
C001741	LOCALIZED_VS_METS_AT_DX
C001742	LOCAL_DESC
C001743	LOCAL_RECCURENCE_OR_DISTANT_MET
C001744	LOCAL_RECURRENCE
C001745	LOCAL_RECURRENCE_MONTHS
C001746	LOCAL_RECURRENCE_NUM
C001747	LOCAL_RECURRENCE_PRIOR_TO_DISTANT
C001748	LOCAL_RECURRENCE_YEAR
C001749	LOCAL_REGIONAL_DISEASE_AT_DIAGNOSIS
C001750	LOCAL_REGIONAL_RECURENCE
C001751	LOCAL_REGIONAL_RECURRENCE
C001752	LOCAL_RFS_MONTHS
C001753	LOCAL_TEST
C001754	LOCATION
C001755	LOCATION_LUNG_PARENCHYMA
C001756	LOCOREGIONAL_RECURRENCE_INDICATOR
C001757	LOCO_REG_MONTHS
C001758	LOCO_REG_STATUS
C001759	LONGEST_DIMENSION
C001760	LOSS_OF_HER2
C001761	LOST_TO_FOLLOWUP
C001762	LOWPASS
C001763	LOW_GRADE_HISTORY
C001764	LST
C001765	LVI
C001766	LYMPHOCYTE_INFILTRATION
C001767	LYMPHOVASCULAR_INVASION_INDICATOR
C001768	LYMPHOVASCULAR_INVASION_PRESENT
C001769	LYMPHOVASCULAR_INVOLVEMENT
C001770	LYMPH_NODES
C001771	LYMPH_NODES_AORTIC_EXAMINED_COUNT
C001772	LYMPH_NODES_AORTIC_POS_BY_HE
C001773	LYMPH_NODES_AORTIC_POS_BY_IHC
C001774	LYMPH_NODES_AORTIC_POS_TOTAL
C001775	LYMPH_NODES_EXAMINED
C001776	LYMPH_NODES_EXAMINED_HE_COUNT
C001777	LYMPH_NODES_EXAMINED_IHC_COUNT
C001778	LYMPH_NODES_EXAMINED_NEGATIVE
C001779	LYMPH_NODES_EXAMINED_POSITIVE
C001780	LYMPH_NODES_PELVIC_EXAMINED_COUNT
C001781	LYMPH_NODES_PELVIC_POS_BY_IHC
C001782	LYMPH_NODES_PELVIC_POS_TOTAL
C001783	LYMPH_NODES_PELVIC_POS__BY_HE
C001784	LYMPH_NODES_PREOP_IMAGING
C001785	LYMPH_NODES_PREOP_IMAGING_TYPE
C001786	LYMPH_NODES_SUPRACLAVICULAR
C001787	LYMPH_NODE_DISSECTION_METHOD
C001788	LYMPH_NODE_EXAMINED_COUNT
C001789	LYMPH_NODE_INVOLVEMENT
C001790	LYMPH_NODE_INVOLVEMENT_SITE
C001791	LYMPH_NODE_METASTASIS
C001792	LYMPH_NODE_NECK_DISSECTION_INDICATOR
C001793	LYMPH_NODE_SPRD_RADIOGRAPH_EVIDENCE
C001794	LYMPH_NODE_STATUS
C001795	LYNCH
C001796	LYNCH_SYNDROME
C001797	M1_STATUS
C001798	MACIS_SCORE
C001799	MACROPHAGES_M0
C001800	MACROPHAGES_M1
C001801	MACROPHAGES_M2
C001802	MAF_DATA
C001803	MAINT_THERAPY_COURSE_COMPLETE
C001804	MAIN_VS_BRANCH_DUCT
C001805	MAJOR_ANATOMIC_SITE
C001806	MAPK_PATHWAY_ALTERATION
C001807	MARGINS_INVOLVED_HYSTERECTOMY
C001808	MARGIN_CODE
C001809	MARGIN_STATUS
C001810	MARGIN_STATUS_REEXCISION
C001811	MAST_CELLS_ACTIVATED
C001812	MAST_CELLS_RESTING
C001813	MATCHED_GERMLINE_DNA
C001814	MATCHED_GE_ACGH
C001815	MATCHED_NORMAL_ID
C001816	MATCHED_NORMAL_TISSUE
C001817	MATCHED_PRE_POST
C001818	MATCHED_STATUS
C001819	MATCH_STATUS
C001820	MAXIMUM_TUMOR_BULK_ANATOMIC_SITE
C001821	MAX_GERMLINE
C001822	MB_COV
C001823	MC2_VARIANT_CALLS
C001824	MCRC_MSS_SAMPLES
C001825	MCRC_MSS_SAMPLES_RVSL
C001826	MCRC_TYPE
C001827	MDR
C001828	MEAN_COVERAGE
C001829	MEAN_PLODY
C001830	MEAN_TARGET_COVERAGE_NORMAL
C001831	MEAN_TARGET_COVERAGE_TUMOR
C001832	MED12_MUTATION
C001833	MEDIA
C001834	MEDIAN_COVERAGE
C001835	MEDICATION
C001836	MEDR_PRIMARY_SITE
C001837	MEGF
C001838	MEGF1
C001839	MEGF2
C001840	MELF
C001841	MENOPAUSAL_STATUS_AT_DIAGNOSIS
C001842	MENOPAUSE_STATUS
C001843	MENOPAUSE_STATUS_AT_DIAGNOSIS
C001844	MENTAL_STATUS_CHANGES
C001845	MERKEL_CELL
C001846	MESOTHELIOMA_DETECTION_METHOD
C001847	METANEPHRINE
C001848	METASTASECTOMY
C001849	METASTASECTOMY_SITE
C001850	METASTASES_SITE_FIRST_BONE
C001851	METASTASES_SITE_FIRST_BRAIN
C001852	METASTASES_SITE_FIRST_GYN
C001853	METASTASES_SITE_FIRST_LIVER
C001854	METASTASES_SITE_FIRST_LN
C001855	METASTASES_SITE_FIRST_LUNG
C001856	METASTASES_SITE_FIRST_PELVIS
C001857	METASTASES_SITE_FIRST_PERITONEUM_OMENTUM_ABDOMEN
C001858	METASTASES_SITE_FIRST_PLEURA
C001859	METASTASIS
C001860	METASTASIS_BONE
C001861	METASTASIS_CODED
C001862	METASTASIS_EXAMINED
C001863	METASTASIS_LIVER
C001864	METASTASIS_LUNG
C001865	METASTASIS_OVARY
C001866	METASTASIS_PERITONEUM
C001867	METASTASIS_TESTED
C001868	METASTATIC_BIOPSY_SITE
C001869	METASTATIC_BX_MSKCC
C001870	METASTATIC_CRC
C001871	METASTATIC_DISEASE
C001872	METASTATIC_DISEASE_CONFIRMED
C001873	METASTATIC_DX
C001874	METASTATIC_DX_CONFIRMED_BY
C001875	METASTATIC_DX_CONFIRMED_BY_OTHER
C001876	METASTATIC_RESECTION
C001877	METASTATIC_SITE
C001878	METASTATIC_SITE_OTHER
C001879	METASTATIC_STAGE
C001880	METASTATIC_STAGE
C001881	METASTATIC_TUMOR_INDICATOR
C001882	METFORMIN_USE
C001883	METHOD_NUCLEIC_ACID_DELIVERY
C001884	METHOD_OF_DIAGNOSIS
C001885	METHOD_OF_INITIAL_PATH_DIAGNOSIS
C001886	METHOD_OF_INITIAL_PATH_DIAGNOSIS_OTHER
C001887	METHOD_OF_INITIAL_SAMPLE_PROCUREMENT
C001888	METHOD_OF_INITIAL_SAMPLE_PROCUREMENT_OTHER
C001889	METHOD_OF_SAMPLE_PROCUREMENT
C001890	METHOD_OF_SAMPLE_PROCUREMENT_OTHER
C001891	METHOD_PURITY
C001892	METHOXYTYRAMINE
C001893	METHYL
C001894	METHYLATION450
C001895	METHYLATION_CLASS
C001896	METHYLATION_CLUSTER
C001897	METHYLATION_CLUSTER_K3
C001898	METHYLATION_DATA
C001899	METHYLATION_ID
C001900	METHYLATION_STATUS
C001901	METHYLATION_SUBTYPE
C001902	METS_DISEASE_DATE_INT
C001903	METS_FREE_TIME_MONTHS
C001904	METS_SITES_AT_DX
C001905	METS_SITES_AT_IMPACT_SAMPLE_COLLECTION
C001906	METS_SITES_AT_LAST_FOLLOWUP
C001907	METS_SITES_AT_METS_ABST_ADRENAL_GLAND
C001908	METS_SITES_AT_METS_ABST_ASCITES
C001909	METS_SITES_AT_METS_ABST_BONE
C001910	METS_SITES_AT_METS_ABST_BRAIN_CNS
C001911	METS_SITES_AT_METS_ABST_CHEST_WALL
C001912	METS_SITES_AT_METS_ABST_DIST_LYMPH
C001913	METS_SITES_AT_METS_ABST_INTRA_ABDOMINAL
C001914	METS_SITES_AT_METS_ABST_LIVER
C001915	METS_SITES_AT_METS_ABST_LUNG
C001916	METS_SITES_AT_METS_ABST_OVARY
C001917	METS_SITES_AT_METS_ABST_PLEURAL_EFFUSION
C001918	METS_SITES_AT_METS_ABST_REG_LYMPH
C001919	METS_SITES_AT_METS_ABST_SKIN
C001920	METS_SITES_AT_METS_ABST_SOFT_TISSUE
C001921	METS_SITES_AT_METS_ABST_UNKNOWN
C001922	METS_SITES_AT_METS_DX_ADRENAL_GLAND
C001923	METS_SITES_AT_METS_DX_ASCITES
C001924	METS_SITES_AT_METS_DX_BONE
C001925	METS_SITES_AT_METS_DX_BRAIN_CNS
C001926	METS_SITES_AT_METS_DX_CHEST_WALL
C001927	METS_SITES_AT_METS_DX_DIST_LYMPH
C001928	METS_SITES_AT_METS_DX_INTRA_ABDOMINAL
C001929	METS_SITES_AT_METS_DX_LIVER
C001930	METS_SITES_AT_METS_DX_LUNG
C001931	METS_SITES_AT_METS_DX_OVARY
C001932	METS_SITES_AT_METS_DX_PLEURAL_EFFUSION
C001933	METS_SITES_AT_METS_DX_REG_LYMPH
C001934	METS_SITES_AT_METS_DX_SKIN
C001935	METS_SITES_AT_METS_DX_SOFT_TISSUE
C001936	METS_SITES_AT_METS_DX_UNKNOWN
C001937	MET_BONE
C001938	MET_BRAIN
C001939	MET_IMPACT_ADRENAL
C001940	MET_IMPACT_BONE
C001941	MET_IMPACT_LIVER
C001942	MET_IMPACT_LN
C001943	MET_IMPACT_LUNG
C001944	MET_IMPACT_PLEURA
C001945	MET_LAST_FUP_ADRENAL
C001946	MET_LAST_FUP_BONE
C001947	MET_LAST_FUP_BRAIN
C001948	MET_LAST_FUP_LIVER
C001949	MET_LAST_FUP_LN
C001950	MET_LAST_FUP_LUNG
C001951	MET_LAST_FUP_PLEURA
C001952	MET_LAST_LMD
C001953	MET_LAST_PERITONEUM
C001954	MET_LAST_SUBCUTANEOUS
C001955	MET_LIVER
C001956	MET_LUNG
C001957	MET_PERITONEUM
C001958	MET_SITE_OTHER_DMT
C001959	MET_SKIPPED_EXONS_18_AND_19
C001960	MET_SKIPPED_EXON_2
C001961	MFGF
C001962	MFGF1
C001963	MFGF2
C001964	MGMT_PROMOTER_STATUS
C001965	MGMT_RESULT_SURGERY_1
C001966	MGMT_STATUS
C001967	MHGF
C001968	MHGF2
C001969	MIBC_OR_NON_MIBC
C001970	MIBC_PROGRESSIVE
C001971	MIBC_RECURRENCE
C001972	MIB_1_POSITIVE_PERCENT_RANGE
C001973	MICROMET_DETECTION_BY_IHC
C001974	MICRORNA_EXPRESSION_CLUSTER
C001975	MICROVASCULAR_DENSITY_MVD
C001976	MICRO_RNA_CLUSTER
C001977	MICRO_RNA_SCORE
C001978	MINUS_X
C001979	MINUS_Y
C001980	MIRNASEQ
C001981	MIRNA_CLUSTER
C001982	MIRNA_CLUSTER_K3
C001983	MIRNA_CLUSTER_K6
C001984	MIRNA_EXPRESSION_CLUSTER_EC
C001985	MIRNA_EXPRESSION_CLUSTER_GEA
C001986	MIRNA_EXPRESSION_CLUSTER_GEA_CIN
C001987	MIRNA_EXPRESSION_CLUSTER_SCC
C001988	MISSENSE_MUTATIONS
C001989	MITO
C001990	MITOSES_PER_10_HPF
C001991	MITOSES_PER_50_HPF
C001992	MITOTIC_ACTIVITY
C001993	MITOTIC_COUNT
C001994	MITOTIC_INDEX
C001995	MITOTIC_RATE
C001996	MITOTIC_SCORE
C001997	MKI
C001998	MLH1_METHYLATION
C001999	MLH1_SILENCING
C002000	MLH1_STATUS
C002001	MLL
C002002	MLL_FUSION
C002003	MLL_MULTIPLE_COPIES
C002004	MLL_STATUS
C002005	MODIFIED_CAPRA_S_SCORE_WITHOUT_INCLUDING_SURGICAL_MARGINS
C002006	MOLD_OR_DUST_ALLERGY_HISTORY
C002007	MOLECULAR_SMOKING_SIGNATURE
C002008	MOLECULAR_STUDIES_OTHERS_PERFORMED
C002009	MOLECULAR_SUBTYPE
C002010	MOLECULAR_TEST_RESULT
C002011	MONOCYTES
C002012	MONOSOMY_5
C002013	MONOSOMY_7
C002014	MONTHS_ON_STUDY
C002015	MONTHS_ON_TREATMENT
C002016	MONTHS_TO_DISTANT_RECURRENCE
C002017	MONTHS_TO_LOCAL_RECURRENCE
C002018	MONTH_ADDED
C002019	MORE_2SNV_CFDNA
C002020	MORPHOLOGICAL_ARCHITECTURE
C002021	MORPHOLOGY
C002022	MORPHOLOGY_OTHER_FEATURES
C002023	MORPHOLOGY_SUBTYPE
C002024	MOTOR_MOVEMENT_CHANGES
C002025	MOUSE_STRAIN
C002026	MPL_EVIDENCE
C002027	MPNST_NF1_GENETIC_TESTING_INDICATOR
C002028	MPNST_NF1_MUTATIONS_IDENTIFIED
C002029	MPNST_NF_FAMILIAL_OR_SPORADIC
C002030	MPNST_NF_INDICATOR
C002031	MPNST_PLEXIFORM_NEUROFIBROMA_SITE
C002032	MRD_AT_END_OF_COURSE_1
C002033	MRD_AT_END_OF_COURSE_2
C002034	MRD_END_CONSOLIDATION
C002035	MRD_END_CONSOLIDATION_SENSITIVITY
C002036	MRD_PERCENTAGE_AT_END_OF_COURSE_1
C002037	MRD_PERCENTAGE_AT_END_OF_COURSE_2
C002038	MRD_PERCENT_DAY_29
C002039	MRD_PERCENT_DAY_29_SENSITIVITY
C002040	MRD_PERCENT_DAY_43
C002041	MRD_PERCENT_DAY_43_SENSITIVITY
C002042	MRD_PERCENT_DAY_8
C002043	MRD_PERCENT_DAY_8_SENSITIVITY
C002044	MRI
C002045	MRI_RESULTS
C002046	MRNASEQ_DATA
C002047	MRNA_CLUSTER
C002048	MRNA_CLUSTER_K4
C002049	MRNA_DATA
C002050	MRNA_EXPRESSION_CLUSTER
C002051	MRNA_EXPRESSION_CLUSTER_EC
C002052	MRNA_EXPRESSION_CLUSTER_GEA
C002053	MRNA_EXPRESSION_CLUSTER_SCC
C002054	MRNA_STATUS
C002055	MSH2_STATUS
C002056	MSH6_STATUS
C002057	MSI_COMMENT
C002058	MSI_MMR
C002059	MSI_PREDICTION_SCORE
C002060	MSI_SCORE
C002061	MSI_SENSOR_SCORE
C002062	MSI_STATUS
